images,labels
Trout/Trout/00375.png,Trout/TroutGT/00375.png
Trout/Trout/00614.png,Trout/TroutGT/00614.png
Trout/Trout/00202.png,Trout/TroutGT/00202.png
Trout/Trout/00423.png,Trout/TroutGT/00423.png
Trout/Trout/00241.png,Trout/TroutGT/00241.png
Trout/Trout/00207.png,Trout/TroutGT/00207.png
Trout/Trout/00788.png,Trout/TroutGT/00788.png
Trout/Trout/00088.png,Trout/TroutGT/00088.png
Trout/Trout/00365.png,Trout/TroutGT/00365.png
Trout/Trout/00992.png,Trout/TroutGT/00992.png
Trout/Trout/00815.png,Trout/TroutGT/00815.png
Trout/Trout/00552.png,Trout/TroutGT/00552.png
Trout/Trout/00054.png,Trout/TroutGT/00054.png
Trout/Trout/00924.png,Trout/TroutGT/00924.png
Trout/Trout/00961.png,Trout/TroutGT/00961.png
Trout/Trout/00221.png,Trout/TroutGT/00221.png
Trout/Trout/00348.png,Trout/TroutGT/00348.png
Trout/Trout/00949.png,Trout/TroutGT/00949.png
Trout/Trout/00300.png,Trout/TroutGT/00300.png
Trout/Trout/00535.png,Trout/TroutGT/00535.png
Trout/Trout/00413.png,Trout/TroutGT/00413.png
Trout/Trout/00177.png,Trout/TroutGT/00177.png
Trout/Trout/00269.png,Trout/TroutGT/00269.png
Trout/Trout/00346.png,Trout/TroutGT/00346.png
Trout/Trout/00335.png,Trout/TroutGT/00335.png
Trout/Trout/00315.png,Trout/TroutGT/00315.png
Trout/Trout/00626.png,Trout/TroutGT/00626.png
Trout/Trout/00495.png,Trout/TroutGT/00495.png
Trout/Trout/00848.png,Trout/TroutGT/00848.png
Trout/Trout/00388.png,Trout/TroutGT/00388.png
Trout/Trout/00646.png,Trout/TroutGT/00646.png
Trout/Trout/00741.png,Trout/TroutGT/00741.png
Trout/Trout/00592.png,Trout/TroutGT/00592.png
Trout/Trout/00962.png,Trout/TroutGT/00962.png
Trout/Trout/00044.png,Trout/TroutGT/00044.png
Trout/Trout/00282.png,Trout/TroutGT/00282.png
Trout/Trout/00705.png,Trout/TroutGT/00705.png
Trout/Trout/00738.png,Trout/TroutGT/00738.png
Trout/Trout/00665.png,Trout/TroutGT/00665.png
Trout/Trout/00460.png,Trout/TroutGT/00460.png
Trout/Trout/00261.png,Trout/TroutGT/00261.png
Trout/Trout/00034.png,Trout/TroutGT/00034.png
Trout/Trout/00152.png,Trout/TroutGT/00152.png
Trout/Trout/00007.png,Trout/TroutGT/00007.png
Trout/Trout/00449.png,Trout/TroutGT/00449.png
Trout/Trout/00119.png,Trout/TroutGT/00119.png
Trout/Trout/00755.png,Trout/TroutGT/00755.png
Trout/Trout/00113.png,Trout/TroutGT/00113.png
Trout/Trout/00185.png,Trout/TroutGT/00185.png
Trout/Trout/00234.png,Trout/TroutGT/00234.png
Trout/Trout/00214.png,Trout/TroutGT/00214.png
Trout/Trout/00374.png,Trout/TroutGT/00374.png
Trout/Trout/00793.png,Trout/TroutGT/00793.png
Trout/Trout/00406.png,Trout/TroutGT/00406.png
Trout/Trout/00049.png,Trout/TroutGT/00049.png
Trout/Trout/00599.png,Trout/TroutGT/00599.png
Trout/Trout/00905.png,Trout/TroutGT/00905.png
Trout/Trout/00884.png,Trout/TroutGT/00884.png
Trout/Trout/00217.png,Trout/TroutGT/00217.png
Trout/Trout/00820.png,Trout/TroutGT/00820.png
Trout/Trout/00099.png,Trout/TroutGT/00099.png
Trout/Trout/00996.png,Trout/TroutGT/00996.png
Trout/Trout/00693.png,Trout/TroutGT/00693.png
Trout/Trout/00004.png,Trout/TroutGT/00004.png
Trout/Trout/00161.png,Trout/TroutGT/00161.png
Trout/Trout/00512.png,Trout/TroutGT/00512.png
Trout/Trout/00520.png,Trout/TroutGT/00520.png
Trout/Trout/00675.png,Trout/TroutGT/00675.png
Trout/Trout/00458.png,Trout/TroutGT/00458.png
Trout/Trout/00206.png,Trout/TroutGT/00206.png
Trout/Trout/00869.png,Trout/TroutGT/00869.png
Trout/Trout/00031.png,Trout/TroutGT/00031.png
Trout/Trout/00861.png,Trout/TroutGT/00861.png
Trout/Trout/00427.png,Trout/TroutGT/00427.png
Trout/Trout/00974.png,Trout/TroutGT/00974.png
Trout/Trout/00917.png,Trout/TroutGT/00917.png
Trout/Trout/00205.png,Trout/TroutGT/00205.png
Trout/Trout/00347.png,Trout/TroutGT/00347.png
Trout/Trout/00835.png,Trout/TroutGT/00835.png
Trout/Trout/00257.png,Trout/TroutGT/00257.png
Trout/Trout/00560.png,Trout/TroutGT/00560.png
Trout/Trout/00556.png,Trout/TroutGT/00556.png
Trout/Trout/00995.png,Trout/TroutGT/00995.png
Trout/Trout/00774.png,Trout/TroutGT/00774.png
Trout/Trout/00664.png,Trout/TroutGT/00664.png
Trout/Trout/00168.png,Trout/TroutGT/00168.png
Trout/Trout/00610.png,Trout/TroutGT/00610.png
Trout/Trout/00134.png,Trout/TroutGT/00134.png
Trout/Trout/00372.png,Trout/TroutGT/00372.png
Trout/Trout/00012.png,Trout/TroutGT/00012.png
Trout/Trout/00085.png,Trout/TroutGT/00085.png
Trout/Trout/00190.png,Trout/TroutGT/00190.png
Trout/Trout/00707.png,Trout/TroutGT/00707.png
Trout/Trout/00632.png,Trout/TroutGT/00632.png
Trout/Trout/00946.png,Trout/TroutGT/00946.png
Trout/Trout/00492.png,Trout/TroutGT/00492.png
Trout/Trout/00290.png,Trout/TroutGT/00290.png
Trout/Trout/00052.png,Trout/TroutGT/00052.png
Trout/Trout/00400.png,Trout/TroutGT/00400.png
Trout/Trout/00967.png,Trout/TroutGT/00967.png
Trout/Trout/00816.png,Trout/TroutGT/00816.png
Trout/Trout/00691.png,Trout/TroutGT/00691.png
Trout/Trout/00249.png,Trout/TroutGT/00249.png
Trout/Trout/00617.png,Trout/TroutGT/00617.png
Trout/Trout/00989.png,Trout/TroutGT/00989.png
Trout/Trout/00999.png,Trout/TroutGT/00999.png
Trout/Trout/00015.png,Trout/TroutGT/00015.png
Trout/Trout/00467.png,Trout/TroutGT/00467.png
Trout/Trout/00136.png,Trout/TroutGT/00136.png
Trout/Trout/00381.png,Trout/TroutGT/00381.png
Trout/Trout/00818.png,Trout/TroutGT/00818.png
Trout/Trout/00145.png,Trout/TroutGT/00145.png
Trout/Trout/00316.png,Trout/TroutGT/00316.png
Trout/Trout/00287.png,Trout/TroutGT/00287.png
Trout/Trout/00756.png,Trout/TroutGT/00756.png
Trout/Trout/00740.png,Trout/TroutGT/00740.png
Trout/Trout/00068.png,Trout/TroutGT/00068.png
Trout/Trout/00692.png,Trout/TroutGT/00692.png
Trout/Trout/00932.png,Trout/TroutGT/00932.png
Trout/Trout/00997.png,Trout/TroutGT/00997.png
Trout/Trout/00971.png,Trout/TroutGT/00971.png
Trout/Trout/00480.png,Trout/TroutGT/00480.png
Trout/Trout/00547.png,Trout/TroutGT/00547.png
Trout/Trout/00894.png,Trout/TroutGT/00894.png
Trout/Trout/00514.png,Trout/TroutGT/00514.png
Trout/Trout/00066.png,Trout/TroutGT/00066.png
Trout/Trout/00863.png,Trout/TroutGT/00863.png
Trout/Trout/00628.png,Trout/TroutGT/00628.png
Trout/Trout/00077.png,Trout/TroutGT/00077.png
Trout/Trout/00109.png,Trout/TroutGT/00109.png
Trout/Trout/00149.png,Trout/TroutGT/00149.png
Trout/Trout/00317.png,Trout/TroutGT/00317.png
Trout/Trout/00840.png,Trout/TroutGT/00840.png
Trout/Trout/00950.png,Trout/TroutGT/00950.png
Trout/Trout/00695.png,Trout/TroutGT/00695.png
Trout/Trout/00559.png,Trout/TroutGT/00559.png
Trout/Trout/01000.png,Trout/TroutGT/01000.png
Trout/Trout/00356.png,Trout/TroutGT/00356.png
Trout/Trout/00721.png,Trout/TroutGT/00721.png
Trout/Trout/00329.png,Trout/TroutGT/00329.png
Trout/Trout/00428.png,Trout/TroutGT/00428.png
Trout/Trout/00930.png,Trout/TroutGT/00930.png
Trout/Trout/00246.png,Trout/TroutGT/00246.png
Trout/Trout/00619.png,Trout/TroutGT/00619.png
Trout/Trout/00526.png,Trout/TroutGT/00526.png
Trout/Trout/00131.png,Trout/TroutGT/00131.png
Trout/Trout/00852.png,Trout/TroutGT/00852.png
Trout/Trout/00734.png,Trout/TroutGT/00734.png
Trout/Trout/00216.png,Trout/TroutGT/00216.png
Trout/Trout/00704.png,Trout/TroutGT/00704.png
Trout/Trout/00768.png,Trout/TroutGT/00768.png
Trout/Trout/00881.png,Trout/TroutGT/00881.png
Trout/Trout/00383.png,Trout/TroutGT/00383.png
Trout/Trout/00441.png,Trout/TroutGT/00441.png
Trout/Trout/00541.png,Trout/TroutGT/00541.png
Trout/Trout/00882.png,Trout/TroutGT/00882.png
Trout/Trout/00597.png,Trout/TroutGT/00597.png
Trout/Trout/00363.png,Trout/TroutGT/00363.png
Trout/Trout/00780.png,Trout/TroutGT/00780.png
Trout/Trout/00370.png,Trout/TroutGT/00370.png
Trout/Trout/00743.png,Trout/TroutGT/00743.png
Trout/Trout/00722.png,Trout/TroutGT/00722.png
Trout/Trout/00204.png,Trout/TroutGT/00204.png
Trout/Trout/00828.png,Trout/TroutGT/00828.png
Trout/Trout/00039.png,Trout/TroutGT/00039.png
Trout/Trout/00117.png,Trout/TroutGT/00117.png
Trout/Trout/00847.png,Trout/TroutGT/00847.png
Trout/Trout/00112.png,Trout/TroutGT/00112.png
Trout/Trout/00098.png,Trout/TroutGT/00098.png
Trout/Trout/00008.png,Trout/TroutGT/00008.png
Trout/Trout/00972.png,Trout/TroutGT/00972.png
Trout/Trout/00043.png,Trout/TroutGT/00043.png
Trout/Trout/00494.png,Trout/TroutGT/00494.png
Trout/Trout/00061.png,Trout/TroutGT/00061.png
Trout/Trout/00175.png,Trout/TroutGT/00175.png
Trout/Trout/00713.png,Trout/TroutGT/00713.png
Trout/Trout/00904.png,Trout/TroutGT/00904.png
Trout/Trout/00260.png,Trout/TroutGT/00260.png
Trout/Trout/00229.png,Trout/TroutGT/00229.png
Trout/Trout/00228.png,Trout/TroutGT/00228.png
Trout/Trout/00838.png,Trout/TroutGT/00838.png
Trout/Trout/00979.png,Trout/TroutGT/00979.png
Trout/Trout/00197.png,Trout/TroutGT/00197.png
Trout/Trout/00144.png,Trout/TroutGT/00144.png
Trout/Trout/00790.png,Trout/TroutGT/00790.png
Trout/Trout/00660.png,Trout/TroutGT/00660.png
Trout/Trout/00378.png,Trout/TroutGT/00378.png
Trout/Trout/00862.png,Trout/TroutGT/00862.png
Trout/Trout/00390.png,Trout/TroutGT/00390.png
Trout/Trout/00256.png,Trout/TroutGT/00256.png
Trout/Trout/00518.png,Trout/TroutGT/00518.png
Trout/Trout/00846.png,Trout/TroutGT/00846.png
Trout/Trout/00340.png,Trout/TroutGT/00340.png
Trout/Trout/00761.png,Trout/TroutGT/00761.png
Trout/Trout/00182.png,Trout/TroutGT/00182.png
Trout/Trout/00379.png,Trout/TroutGT/00379.png
Trout/Trout/00624.png,Trout/TroutGT/00624.png
Trout/Trout/00813.png,Trout/TroutGT/00813.png
Trout/Trout/00456.png,Trout/TroutGT/00456.png
Trout/Trout/00573.png,Trout/TroutGT/00573.png
Trout/Trout/00943.png,Trout/TroutGT/00943.png
Trout/Trout/00396.png,Trout/TroutGT/00396.png
Trout/Trout/00159.png,Trout/TroutGT/00159.png
Trout/Trout/00676.png,Trout/TroutGT/00676.png
Trout/Trout/00653.png,Trout/TroutGT/00653.png
Trout/Trout/00855.png,Trout/TroutGT/00855.png
Trout/Trout/00523.png,Trout/TroutGT/00523.png
Trout/Trout/00562.png,Trout/TroutGT/00562.png
Trout/Trout/00438.png,Trout/TroutGT/00438.png
Trout/Trout/00776.png,Trout/TroutGT/00776.png
Trout/Trout/00785.png,Trout/TroutGT/00785.png
Trout/Trout/00201.png,Trout/TroutGT/00201.png
Trout/Trout/00823.png,Trout/TroutGT/00823.png
Trout/Trout/00291.png,Trout/TroutGT/00291.png
Trout/Trout/00719.png,Trout/TroutGT/00719.png
Trout/Trout/00490.png,Trout/TroutGT/00490.png
Trout/Trout/00714.png,Trout/TroutGT/00714.png
Trout/Trout/00288.png,Trout/TroutGT/00288.png
Trout/Trout/00652.png,Trout/TroutGT/00652.png
Trout/Trout/00627.png,Trout/TroutGT/00627.png
Trout/Trout/00392.png,Trout/TroutGT/00392.png
Trout/Trout/00538.png,Trout/TroutGT/00538.png
Trout/Trout/00511.png,Trout/TroutGT/00511.png
Trout/Trout/00983.png,Trout/TroutGT/00983.png
Trout/Trout/00002.png,Trout/TroutGT/00002.png
Trout/Trout/00826.png,Trout/TroutGT/00826.png
Trout/Trout/00195.png,Trout/TroutGT/00195.png
Trout/Trout/00896.png,Trout/TroutGT/00896.png
Trout/Trout/00403.png,Trout/TroutGT/00403.png
Trout/Trout/00160.png,Trout/TroutGT/00160.png
Trout/Trout/00782.png,Trout/TroutGT/00782.png
Trout/Trout/00095.png,Trout/TroutGT/00095.png
Trout/Trout/00209.png,Trout/TroutGT/00209.png
Trout/Trout/00509.png,Trout/TroutGT/00509.png
Trout/Trout/00434.png,Trout/TroutGT/00434.png
Trout/Trout/00712.png,Trout/TroutGT/00712.png
Trout/Trout/00050.png,Trout/TroutGT/00050.png
Trout/Trout/00777.png,Trout/TroutGT/00777.png
Trout/Trout/00308.png,Trout/TroutGT/00308.png
Trout/Trout/00936.png,Trout/TroutGT/00936.png
Trout/Trout/00549.png,Trout/TroutGT/00549.png
Trout/Trout/00589.png,Trout/TroutGT/00589.png
Trout/Trout/00669.png,Trout/TroutGT/00669.png
Trout/Trout/00180.png,Trout/TroutGT/00180.png
Trout/Trout/00517.png,Trout/TroutGT/00517.png
Trout/Trout/00103.png,Trout/TroutGT/00103.png
Trout/Trout/00009.png,Trout/TroutGT/00009.png
Trout/Trout/00682.png,Trout/TroutGT/00682.png
Trout/Trout/00026.png,Trout/TroutGT/00026.png
Trout/Trout/00770.png,Trout/TroutGT/00770.png
Trout/Trout/00577.png,Trout/TroutGT/00577.png
Trout/Trout/00429.png,Trout/TroutGT/00429.png
Trout/Trout/00084.png,Trout/TroutGT/00084.png
Trout/Trout/00107.png,Trout/TroutGT/00107.png
Trout/Trout/00133.png,Trout/TroutGT/00133.png
Trout/Trout/00358.png,Trout/TroutGT/00358.png
Trout/Trout/00384.png,Trout/TroutGT/00384.png
Trout/Trout/00359.png,Trout/TroutGT/00359.png
Trout/Trout/00530.png,Trout/TroutGT/00530.png
Trout/Trout/00292.png,Trout/TroutGT/00292.png
Trout/Trout/00398.png,Trout/TroutGT/00398.png
Trout/Trout/00118.png,Trout/TroutGT/00118.png
Trout/Trout/00839.png,Trout/TroutGT/00839.png
Trout/Trout/00938.png,Trout/TroutGT/00938.png
Trout/Trout/00724.png,Trout/TroutGT/00724.png
Trout/Trout/00791.png,Trout/TroutGT/00791.png
Trout/Trout/00394.png,Trout/TroutGT/00394.png
Trout/Trout/00017.png,Trout/TroutGT/00017.png
Trout/Trout/00986.png,Trout/TroutGT/00986.png
Trout/Trout/00515.png,Trout/TroutGT/00515.png
Trout/Trout/00543.png,Trout/TroutGT/00543.png
Trout/Trout/00685.png,Trout/TroutGT/00685.png
Trout/Trout/00680.png,Trout/TroutGT/00680.png
Trout/Trout/00991.png,Trout/TroutGT/00991.png
Trout/Trout/00819.png,Trout/TroutGT/00819.png
Trout/Trout/00489.png,Trout/TroutGT/00489.png
Trout/Trout/00265.png,Trout/TroutGT/00265.png
Trout/Trout/00542.png,Trout/TroutGT/00542.png
Trout/Trout/00585.png,Trout/TroutGT/00585.png
Trout/Trout/00923.png,Trout/TroutGT/00923.png
Trout/Trout/00420.png,Trout/TroutGT/00420.png
Trout/Trout/00191.png,Trout/TroutGT/00191.png
Trout/Trout/00298.png,Trout/TroutGT/00298.png
Trout/Trout/00825.png,Trout/TroutGT/00825.png
Trout/Trout/00891.png,Trout/TroutGT/00891.png
Trout/Trout/00247.png,Trout/TroutGT/00247.png
Trout/Trout/00075.png,Trout/TroutGT/00075.png
Trout/Trout/00475.png,Trout/TroutGT/00475.png
Trout/Trout/00546.png,Trout/TroutGT/00546.png
Trout/Trout/00598.png,Trout/TroutGT/00598.png
Trout/Trout/00471.png,Trout/TroutGT/00471.png
Trout/Trout/00436.png,Trout/TroutGT/00436.png
Trout/Trout/00603.png,Trout/TroutGT/00603.png
Trout/Trout/00830.png,Trout/TroutGT/00830.png
Trout/Trout/00411.png,Trout/TroutGT/00411.png
Trout/Trout/00856.png,Trout/TroutGT/00856.png
Trout/Trout/00097.png,Trout/TroutGT/00097.png
Trout/Trout/00630.png,Trout/TroutGT/00630.png
Trout/Trout/00251.png,Trout/TroutGT/00251.png
Trout/Trout/00188.png,Trout/TroutGT/00188.png
Trout/Trout/00940.png,Trout/TroutGT/00940.png
